"Player","ID","season","cut","misc","postup","prman","putback","transition","handoff","offscreen","prhandler","spotup","isolation"
"MarkelleFultz","1628365",2021,NA,NA,NA,NA,NA,21,11,NA,72,12,NA
"LonzoBall","1628366",2021,12,52,NA,12,15,159,56,16,200,306,20
"JoshJackson","1628367",2021,35,42,16,NA,35,212,89,67,133,269,39
"De'AaronFox","1628368",2021,NA,60,16,NA,14,277,51,NA,644,214,170
"JaysonTatum","1628369",2021,55,62,134,35,30,197,101,82,453,179,303
"MalikMonk","1628370",2021,12,20,NA,14,NA,93,39,32,77,148,41
"DennisSmith Jr.","1628372",2021,NA,NA,NA,NA,NA,25,11,NA,74,29,12
"FrankNtilikina","1628373",2021,NA,NA,NA,NA,NA,14,NA,NA,25,45,NA
"LauriMarkkanen","1628374",2021,49,27,30,69,17,70,27,69,14,228,NA
"DonovanMitchell","1628378",2021,12,64,NA,NA,21,243,65,31,594,182,156
"LukeKennard","1628379",2021,14,19,NA,NA,NA,68,40,53,93,168,NA
"JohnCollins","1628381",2021,148,50,144,158,84,96,NA,NA,NA,231,13
"JustinJackson","1628382",2021,14,NA,NA,NA,NA,39,27,NA,47,102,NA
"JustinPatton","1628383",2021,12,NA,NA,15,NA,NA,NA,NA,NA,31,NA
"OGAnunoby","1628384",2021,40,31,40,19,20,129,27,20,50,227,40
"HarryGiles III","1628385",2021,NA,16,12,20,19,NA,NA,NA,NA,15,13
"JarrettAllen","1628386",2021,191,79,56,196,124,22,NA,NA,NA,30,15
"BamAdebayo","1628389",2021,229,120,134,192,73,132,NA,NA,49,69,118
"D.J.Wilson","1628391",2021,10,10,NA,34,13,20,NA,NA,NA,69,NA
"IsaiahHartenstein","1628392",2021,40,17,NA,28,14,NA,NA,NA,NA,NA,NA
"TonyBradley","1628396",2021,59,17,14,51,58,28,NA,NA,NA,NA,NA
"KyleKuzma","1628398",2021,40,41,13,25,65,182,41,83,93,275,53
"SemiOjeleye","1628400",2021,16,NA,NA,15,12,39,NA,NA,NA,147,NA
"DerrickWhite","1628401",2021,12,16,NA,NA,NA,78,35,36,170,182,11
"FrankJackson","1628402",2021,10,12,NA,NA,NA,50,36,58,50,127,NA
"JoshHart","1628404",2021,NA,24,NA,NA,21,122,20,NA,12,218,NA
"DwayneBacon","1628407",2021,16,14,NA,NA,25,176,85,25,254,207,42
"P.J.Dozier","1628408",2021,43,20,NA,NA,18,74,30,NA,83,122,30
"EdmondSumner","1628410",2021,24,13,NA,NA,11,141,18,NA,36,114,NA
"WesIwundu","1628411",2021,NA,NA,NA,NA,NA,31,NA,NA,NA,53,NA
"FrankMason III","1628412",2021,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
"SindariusThornwell","1628414",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
"DillonBrooks","1628415",2021,21,37,NA,NA,29,259,131,95,311,275,63
"ThomasBryant","1628418",2021,18,NA,NA,24,12,22,NA,NA,NA,19,NA
"CameronOliver","1628419",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"MonteMorris","1628420",2021,32,19,NA,NA,NA,104,33,NA,140,92,23
"DamyeanDotson","1628422",2021,11,12,NA,NA,NA,53,30,22,92,105,22
"SterlingBrown","1628425",2021,12,16,NA,NA,18,69,21,11,42,177,14
"LukeKornet","1628436",2021,10,NA,NA,33,13,NA,NA,NA,NA,19,NA
"ChrisBoucher","1628449",2021,102,34,NA,187,94,86,11,NA,NA,161,NA
"DanielTheis","1628464",2021,99,45,17,181,60,47,NA,NA,NA,130,NA
"MaxiKleber","1628467",2021,16,24,NA,60,NA,31,NA,NA,NA,166,NA
"TorreyCraig","1628470",2021,22,NA,NA,NA,31,53,NA,NA,NA,103,NA
"MychalMulder","1628539",2021,15,NA,NA,NA,NA,58,20,44,NA,138,NA
"PaulWatson","1628778",2021,NA,NA,NA,NA,NA,22,NA,10,NA,35,NA
"GraysonAllen","1628960",2021,NA,16,NA,NA,NA,136,34,52,69,171,10
"MarvinBagley III","1628963",2021,85,23,77,77,84,92,NA,10,NA,114,32
"MoBamba","1628964",2021,58,26,23,99,61,29,NA,NA,NA,54,12
"MikalBridges","1628969",2021,77,33,NA,NA,26,214,24,47,27,311,11
"MilesBridges","1628970",2021,68,36,33,60,32,133,20,18,50,289,37
"BruceBrown","1628971",2021,138,24,NA,64,59,116,NA,NA,19,102,NA
"TroyBrown Jr.","1628972",2021,NA,NA,NA,NA,NA,36,NA,NA,15,71,NA
"JalenBrunson","1628973",2021,NA,50,NA,16,NA,111,53,22,257,204,38
"JevonCarter","1628975",2021,NA,NA,NA,NA,NA,52,17,11,30,112,NA
"WendellCarter Jr.","1628976",2021,123,53,78,177,76,36,NA,NA,NA,47,13
"HamidouDiallo","1628977",2021,49,45,NA,NA,42,134,37,NA,102,149,47
"DonteDiVincenzo","1628978",2021,46,38,NA,16,39,156,50,37,139,189,18
"ShaiGilgeous-Alexander","1628983",2021,NA,41,NA,NA,10,95,NA,14,345,72,175
"Devonte'Graham","1628984",2021,NA,34,NA,13,NA,135,30,59,242,242,58
"AaronHoliday","1628988",2021,13,23,NA,NA,NA,117,44,21,100,187,25
"KevinHuerter","1628989",2021,23,24,NA,19,15,154,54,61,183,273,29
"ChandlerHutchison","1628990",2021,22,NA,NA,NA,NA,31,NA,NA,NA,43,NA
"JarenJackson Jr.","1628991",2021,12,NA,13,21,12,27,NA,11,NA,45,NA
"AlizeJohnson","1628993",2021,24,NA,NA,NA,16,15,NA,NA,NA,12,NA
"KevinKnox II","1628995",2021,NA,NA,NA,NA,NA,36,NA,16,NA,84,NA
"CalebMartin","1628997",2021,13,13,NA,NA,14,72,20,NA,30,123,17
"CodyMartin","1628998",2021,20,17,NA,NA,14,60,NA,NA,19,85,NA
"De'AnthonyMelton","1629001",2021,17,15,NA,NA,11,121,21,15,123,136,18
"ChimezieMetu","1629002",2021,28,17,15,69,23,20,NA,NA,NA,38,16
"ShakeMilton","1629003",2021,NA,37,NA,NA,16,121,59,36,343,188,36
"SviMykhailiuk","1629004",2021,NA,16,NA,NA,NA,136,71,71,106,166,NA
"JoshOkogie","1629006",2021,38,13,NA,NA,38,69,18,NA,NA,143,NA
"MichaelPorter Jr.","1629008",2021,125,39,21,NA,66,207,84,88,40,241,31
"JeromeRobinson","1629010",2021,NA,NA,NA,NA,NA,21,NA,NA,32,47,NA
"MitchellRobinson","1629011",2021,60,18,NA,51,89,NA,NA,NA,NA,NA,NA
"CollinSexton","1629012",2021,71,81,NA,NA,37,211,79,59,528,209,148
"LandryShamet","1629013",2021,16,22,NA,15,NA,75,49,63,57,221,16
"AnferneeSimons","1629014",2021,NA,18,NA,NA,NA,63,19,13,164,131,50
"KhyriThomas","1629017",2021,NA,NA,NA,NA,NA,14,NA,NA,18,16,NA
"GaryTrent Jr.","1629018",2021,NA,29,NA,NA,10,153,74,119,155,266,39
"JarredVanderbilt","1629020",2021,106,25,NA,38,64,74,NA,NA,NA,17,NA
"MoritzWagner","1629021",2021,51,19,11,50,NA,35,NA,NA,NA,85,NA
"LonnieWalker IV","1629022",2021,20,22,NA,NA,NA,136,55,23,147,271,14
"P.J.Washington","1629023",2021,97,38,83,197,51,111,18,13,NA,249,20
"KenrichWilliams","1629026",2021,50,24,25,NA,39,93,25,11,45,168,28
"TraeYoung","1629027",2021,NA,95,NA,NA,19,235,69,15,905,142,125
"DeandreAyton","1629028",2021,186,47,236,153,131,67,NA,NA,NA,29,NA
"LukaDoncic","1629029",2021,12,82,120,NA,41,153,90,46,873,106,306
"CarsenEdwards","1629035",2021,NA,NA,NA,NA,NA,19,NA,NA,11,21,NA
"GogaBitadze","1629048",2021,38,15,10,53,44,31,NA,NA,NA,47,NA
"OshaeBrissett","1629052",2021,23,NA,NA,NA,16,55,NA,NA,NA,66,NA
"TerenceDavis","1629056",2021,15,13,NA,NA,NA,139,NA,37,101,172,11
"RobertWilliams III","1629057",2021,99,40,14,62,80,35,NA,NA,NA,NA,NA
"RuiHachimura","1629060",2021,89,32,96,78,15,176,NA,NA,NA,216,65
"IsaacBonga","1629067",2021,NA,NA,NA,NA,NA,16,NA,NA,NA,63,NA
"TylerCook","1629076",2021,38,NA,23,19,14,18,NA,NA,NA,14,NA
"GaryClark","1629109",2021,NA,14,NA,NA,NA,16,NA,NA,NA,92,NA
"WenyenGabriel","1629117",2021,NA,NA,NA,NA,15,NA,NA,NA,NA,34,NA
"DuncanRobinson","1629130",2021,38,45,NA,17,NA,104,193,137,55,225,NA
"KendrickNunn","1629134",2021,36,29,NA,NA,10,131,78,31,208,208,31
"YutaWatanabe","1629139",2021,18,10,NA,NA,13,46,11,NA,10,88,NA
"JordanMcLaughlin","1629162",2021,11,22,NA,NA,NA,61,14,NA,89,86,10
"BrandonGoodwin","1629164",2021,NA,22,NA,NA,NA,48,13,NA,88,74,21
"ChrisChiozza","1629185",2021,NA,NA,NA,NA,NA,24,14,NA,36,13,12
"GabeVincent","1629216",2021,NA,16,NA,NA,NA,31,29,NA,67,106,NA
"DrewEubanks","1629234",2021,70,35,24,87,42,18,NA,NA,NA,17,NA
"JuanToscano-Anderson","1629308",2021,48,30,NA,20,NA,58,NA,11,NA,84,NA
"MamadiDiakite","1629603",2021,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"RobertFranks","1629606",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
"DaQuanJeffries","1629610",2021,NA,NA,NA,NA,NA,26,NA,NA,NA,62,NA
"TeranceMann","1629611",2021,38,23,NA,12,30,98,14,NA,78,112,17
"ReggiePerry","1629617",2021,16,NA,NA,17,17,10,NA,NA,NA,17,NA
"MaxStrus","1629622",2021,15,NA,NA,NA,NA,33,12,27,NA,98,NA
"ZionWilliamson","1629627",2021,200,54,211,74,139,225,34,15,197,123,156
"RJBarrett","1629628",2021,61,36,26,NA,44,236,66,21,386,369,74
"CamReddish","1629629",2021,21,13,NA,NA,12,52,32,NA,63,121,NA
"JaMorant","1629630",2021,38,53,NA,NA,36,221,72,22,646,112,132
"De'AndreHunter","1629631",2021,13,13,20,NA,NA,50,13,14,58,104,18
"CobyWhite","1629632",2021,13,50,NA,NA,NA,167,61,41,384,342,50
"JarrettCulver","1629633",2021,19,10,NA,NA,21,36,16,NA,32,72,NA
"BrandonClarke","1629634",2021,93,13,NA,100,70,92,14,16,NA,154,NA
"SekouDoumbouya","1629635",2021,48,19,17,17,24,66,NA,NA,NA,134,NA
"DariusGarland","1629636",2021,29,51,NA,NA,NA,153,72,65,405,163,80
"JaxsonHayes","1629637",2021,95,30,NA,77,61,74,NA,NA,NA,22,NA
"NickeilAlexander-Walker","1629638",2021,NA,27,NA,NA,NA,70,40,12,176,197,21
"TylerHerro","1629639",2021,37,34,NA,NA,NA,147,82,63,252,171,44
"KeldonJohnson","1629640",2021,53,20,NA,16,59,140,54,21,130,350,22
"RomeoLangford","1629641",2021,NA,NA,NA,NA,NA,11,NA,NA,NA,31,NA
"NassirLittle","1629642",2021,15,NA,NA,NA,14,33,11,24,19,64,NA
"ChumaOkeke","1629643",2021,13,21,35,12,20,60,33,13,25,133,13
"KZOkpala","1629644",2021,15,NA,NA,NA,NA,24,NA,NA,NA,60,NA
"KevinPorter Jr.","1629645",2021,NA,33,NA,NA,NA,90,29,11,200,64,58
"DariusBazley","1629647",2021,31,33,NA,42,36,191,35,21,132,274,91
"JordanBone","1629648",2021,NA,NA,NA,NA,NA,NA,NA,NA,17,25,NA
"IgnasBrazdeikis","1629649",2021,NA,NA,NA,NA,NA,12,NA,NA,10,39,NA
"MosesBrown","1629650",2021,75,39,NA,66,145,28,NA,NA,NA,NA,NA
"NicClaxton","1629651",2021,57,15,NA,28,24,37,NA,NA,NA,11,11
"LuguentzDort","1629652",2021,18,20,NA,NA,16,146,44,21,171,301,39
"DanielGafford","1629655",2021,88,13,NA,84,71,31,NA,NA,NA,NA,NA
"JaylenHoard","1629658",2021,19,NA,NA,10,13,23,NA,NA,NA,35,NA
"TalenHorton-Tucker","1629659",2021,11,38,11,NA,13,122,45,17,218,116,51
"TyJerome","1629660",2021,NA,22,NA,NA,NA,40,21,17,102,105,29
"CameronJohnson","1629661",2021,26,11,NA,11,13,105,25,58,13,280,NA
"MfionduKabengele","1629662",2021,NA,NA,NA,18,NA,NA,NA,NA,NA,27,NA
"LouisKing","1629663",2021,NA,NA,NA,NA,NA,NA,NA,NA,15,11,NA
"JalenMcDaniels","1629667",2021,38,15,NA,11,27,69,10,NA,NA,164,NA
"JaylenNowell","1629669",2021,NA,13,NA,NA,NA,56,44,21,109,121,NA
"JordanNwora","1629670",2021,NA,NA,NA,NA,NA,14,NA,NA,NA,10,NA
"EricPaschall","1629672",2021,45,13,31,44,16,53,NA,NA,18,112,35
"JordanPoole","1629673",2021,25,19,NA,NA,NA,88,86,91,118,111,26
"NazReid","1629675",2021,108,44,79,176,66,52,10,NA,NA,155,18
"IsaiahRoby","1629676",2021,55,33,20,113,51,112,16,NA,17,141,38
"LukaSamanic","1629677",2021,NA,NA,NA,NA,NA,10,NA,NA,NA,32,NA
"MatisseThybulle","1629680",2021,23,14,NA,NA,NA,70,11,NA,NA,139,NA
"KillianTillie","1629681",2021,NA,NA,NA,NA,NA,13,NA,NA,NA,33,NA
"TremontWaters","1629682",2021,NA,NA,NA,NA,NA,NA,NA,NA,15,10,NA
"GrantWilliams","1629684",2021,28,37,28,25,24,32,NA,NA,NA,132,NA
"DylanWindler","1629685",2021,18,15,NA,NA,NA,33,11,10,10,64,NA
"ArmoniBrooks","1629717",2021,NA,NA,NA,NA,NA,38,26,20,28,85,NA
"CharlieBrown Jr.","1629718",2021,NA,NA,NA,NA,NA,15,NA,NA,NA,18,NA
"JohnKonchar","1629723",2021,29,NA,NA,NA,12,46,NA,NA,NA,65,NA
"GarrisonMathews","1629726",2021,NA,12,NA,NA,NA,69,31,21,NA,127,NA
"DeanWade","1629731",2021,32,25,NA,41,18,62,10,NA,NA,155,NA
"NicoloMelli","1629740",2021,NA,NA,NA,15,NA,10,NA,NA,NA,73,NA
"DontaHall","1629743",2021,10,NA,NA,17,16,NA,NA,NA,NA,NA,NA
"MattThomas","1629744",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"JavonteGreen","1629750",2021,13,NA,NA,NA,10,20,NA,NA,NA,37,NA
"DakotaMathias","1629751",2021,NA,NA,NA,NA,NA,NA,NA,NA,13,15,NA
"DevinCannady","1629962",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA
"AnthonyEdwards","1630162",2021,57,42,12,NA,30,241,97,68,459,297,176
"LaMeloBall","1630163",2021,14,40,NA,NA,28,191,57,25,289,174,69
"JamesWiseman","1630164",2021,88,25,83,68,47,70,NA,16,NA,53,13
"KillianHayes","1630165",2021,NA,15,NA,NA,NA,35,23,NA,137,47,24
"DeniAvdija","1630166",2021,34,15,NA,11,11,85,NA,NA,25,159,NA
"ObiToppin","1630167",2021,28,10,22,22,18,36,NA,NA,NA,87,NA
"OnyekaOkongwu","1630168",2021,58,19,17,42,44,14,NA,NA,NA,NA,NA
"TyreseHaliburton","1630169",2021,NA,42,NA,NA,14,112,47,12,283,187,27
"DevinVassell","1630170",2021,16,NA,NA,NA,10,69,28,NA,42,158,NA
"IsaacOkoro","1630171",2021,64,37,NA,NA,29,152,36,11,103,236,31
"PatrickWilliams","1630172",2021,79,29,NA,10,41,102,54,11,69,276,NA
"PreciousAchiuwa","1630173",2021,86,26,11,74,52,46,NA,NA,NA,18,10
"AaronNesmith","1630174",2021,NA,16,NA,NA,15,41,NA,17,11,96,NA
"ColeAnthony","1630175",2021,NA,35,NA,NA,22,100,27,10,365,100,55
"TheoMaledon","1630177",2021,NA,39,NA,NA,NA,111,53,NA,306,247,35
"TyreseMaxey","1630178",2021,NA,21,NA,NA,NA,78,17,NA,225,115,28
"SaddiqBey","1630180",2021,28,42,35,NA,22,137,64,33,59,342,41
"R.J.Hampton","1630181",2021,10,15,NA,NA,NA,74,17,NA,110,71,12
"JoshGreen","1630182",2021,18,NA,NA,NA,NA,25,13,NA,NA,31,NA
"JadenMcDaniels","1630183",2021,44,23,NA,19,26,71,25,11,15,192,NA
"KiraLewis Jr.","1630184",2021,21,13,NA,NA,NA,73,29,NA,125,103,NA
"NicoMannion","1630185",2021,NA,13,NA,NA,NA,32,17,NA,44,34,NA
"IsaiahStewart","1630191",2021,103,49,47,124,111,45,NA,NA,NA,34,NA
"ZekeNnaji","1630192",2021,17,NA,NA,16,NA,13,NA,NA,NA,35,NA
"ImmanuelQuickley","1630193",2021,NA,25,NA,NA,NA,75,35,15,311,181,50
"PaulReed","1630194",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"AleksejPokusevski","1630197",2021,NA,22,NA,13,23,71,38,19,124,180,28
"IsaiahJoe","1630198",2021,NA,NA,NA,NA,NA,16,NA,NA,22,51,NA
"MalachiFlynn","1630201",2021,NA,20,NA,NA,NA,52,NA,NA,168,98,46
"PaytonPritchard","1630202",2021,NA,21,NA,NA,13,65,23,19,118,200,23
"LamarStevens","1630205",2021,18,13,12,10,12,34,12,NA,NA,55,NA
"JayScrubb","1630206",2021,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"XavierTillman Sr.","1630214",2021,72,19,22,79,34,58,NA,NA,NA,77,NA
"DesmondBane","1630217",2021,29,26,NA,NA,NA,128,51,35,52,238,NA
"JoshHall","1630221",2021,NA,NA,NA,NA,NA,26,12,NA,25,60,NA
"MasonJones","1630222",2021,NA,NA,NA,NA,NA,31,23,NA,41,39,NA
"JalenHarris","1630223",2021,NA,NA,NA,NA,NA,10,NA,NA,25,28,NA
"NajiMarshall","1630230",2021,13,15,NA,NA,12,74,19,NA,29,111,NA
"KenyonMartin Jr.","1630231",2021,47,23,13,45,56,76,NA,NA,NA,118,NA
"TrentForrest","1630235",2021,NA,NA,NA,NA,NA,11,NA,NA,42,33,NA
"AnthonyLamb","1630237",2021,17,NA,NA,NA,12,20,NA,NA,NA,65,NA
"SabenLee","1630240",2021,15,20,NA,NA,NA,57,10,NA,129,35,30
"SeanMcDermott","1630253",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
"Jae'SeanTate","1630256",2021,101,36,45,56,66,128,23,13,47,248,24
"FacundoCampazzo","1630267",2021,NA,43,NA,NA,NA,85,28,NA,121,113,16
"BrodricThomas","1630271",2021,NA,NA,NA,NA,NA,21,13,NA,26,43,11
"FreddieGillespie","1630273",2021,32,11,NA,19,32,13,NA,NA,NA,NA,NA
"GabrielDeck","1630466",2021,NA,NA,12,NA,NA,14,NA,NA,NA,19,NA
"LaMarcusAldridge","200746",2021,15,10,70,130,16,NA,NA,NA,NA,58,NA
"RudyGay","200752",2021,22,39,57,28,33,81,25,25,100,279,45
"JJRedick","200755",2021,NA,12,NA,12,NA,34,83,56,23,80,NA
"RajonRondo","200765",2021,NA,33,NA,NA,NA,47,NA,NA,117,59,29
"KyleLowry","200768",2021,NA,66,NA,NA,NA,175,60,49,229,140,42
"P.J.Tucker","200782",2021,14,21,NA,20,NA,15,NA,NA,NA,121,NA
"PaulMillsap","200794",2021,62,19,62,61,42,68,NA,NA,13,133,18
"KevinDurant","201142",2021,23,55,65,12,NA,133,45,75,131,156,116
"AlHorford","201143",2021,NA,12,80,110,15,42,NA,NA,NA,93,25
"MikeConley","201144",2021,22,28,NA,NA,NA,101,79,30,362,127,40
"JeffGreen","201145",2021,68,38,29,106,17,111,NA,NA,12,247,22
"MarcGasol","201188",2021,29,43,28,45,NA,26,NA,NA,NA,82,NA
"DerrickRose","201565",2021,16,13,NA,NA,NA,95,35,NA,372,127,54
"RussellWestbrook","201566",2021,23,142,153,NA,48,389,31,NA,345,184,415
"KevinLove","201567",2021,18,21,49,35,11,38,24,26,NA,75,NA
"DaniloGallinari","201568",2021,20,27,86,62,12,52,20,29,25,196,58
"EricGordon","201569",2021,NA,13,NA,NA,NA,65,31,37,138,117,50
"D.J.Augustin","201571",2021,NA,NA,NA,NA,NA,51,26,NA,186,109,30
"BrookLopez","201572",2021,87,40,90,132,58,95,20,NA,NA,221,11
"RobinLopez","201577",2021,132,51,158,83,80,32,NA,NA,NA,24,NA
"JaValeMcGee","201580",2021,71,48,54,67,42,20,NA,NA,NA,36,17
"SergeIbaka","201586",2021,56,27,49,105,62,35,NA,14,NA,77,NA
"NicolasBatum","201587",2021,34,32,14,29,25,66,17,20,12,238,NA
"GeorgeHill","201588",2021,NA,NA,NA,NA,NA,14,15,NA,81,67,14
"DeAndreJordan","201599",2021,123,59,NA,79,70,37,NA,NA,NA,NA,NA
"GoranDragic","201609",2021,29,49,NA,NA,NA,119,73,20,253,135,31
"BlakeGriffin","201933",2021,29,44,119,50,21,46,NA,NA,38,107,37
"JamesHarden","201935",2021,NA,47,NA,NA,12,150,57,10,351,58,335
"RickyRubio","201937",2021,21,56,NA,NA,10,137,51,12,161,212,10
"StephenCurry","201939",2021,70,126,NA,26,14,257,203,273,479,158,115
"DeMarDeRozan","201942",2021,19,42,100,NA,15,122,56,64,459,152,185
"JamesJohnson","201949",2021,43,23,NA,10,14,68,13,NA,48,156,10
"JrueHoliday","201950",2021,61,53,49,12,37,187,34,24,286,145,121
"JeffTeague","201952",2021,NA,19,NA,NA,NA,62,12,NA,133,73,68
"TajGibson","201959",2021,46,17,NA,60,54,NA,NA,NA,NA,15,NA
"WayneEllington","201961",2021,12,14,NA,NA,NA,53,73,70,20,126,NA
"PatrickBeverley","201976",2021,NA,27,NA,NA,NA,42,NA,NA,40,128,18
"DannyGreen","201980",2021,NA,36,NA,NA,23,186,41,NA,31,283,NA
"PattyMills","201988",2021,18,26,NA,16,NA,109,60,74,198,182,20
"GarrettTemple","202066",2021,33,24,NA,NA,10,97,26,15,52,184,NA
"WesleyMatthews","202083",2021,11,NA,NA,18,NA,44,24,32,12,131,NA
"JohnWall","202322",2021,NA,44,23,NA,NA,165,15,NA,351,120,219
"DerrickFavors","202324",2021,98,22,NA,97,69,14,NA,NA,NA,10,NA
"DeMarcusCousins","202326",2021,NA,30,69,80,43,37,NA,NA,NA,110,NA
"Al-FarouqAminu","202329",2021,12,NA,NA,NA,13,26,NA,NA,NA,39,NA
"GordonHayward","202330",2021,45,33,29,26,24,157,86,60,170,141,55
"PaulGeorge","202331",2021,19,37,42,12,19,158,47,145,409,160,180
"EdDavis","202334",2021,15,NA,NA,NA,24,NA,NA,NA,NA,NA,NA
"PatrickPatterson","202335",2021,15,NA,NA,23,15,25,NA,NA,NA,89,NA
"EricBledsoe","202339",2021,19,40,NA,NA,15,171,83,16,236,312,26
"AveryBradley","202340",2021,13,NA,NA,NA,NA,25,27,NA,33,58,NA
"HassanWhiteside","202355",2021,61,29,59,79,48,13,NA,NA,NA,NA,NA
"NemanjaBjelica","202357",2021,16,NA,16,26,19,30,NA,NA,NA,81,NA
"IshSmith","202397",2021,10,20,NA,NA,NA,98,NA,NA,87,94,20
"KyrieIrving","202681",2021,54,65,23,NA,20,227,83,44,416,141,231
"EnesFreedom","202683",2021,102,50,108,169,243,30,NA,NA,NA,NA,NA
"TristanThompson","202684",2021,96,53,58,56,112,29,NA,NA,NA,17,18
"JonasValanciunas","202685",2021,126,44,241,168,209,43,NA,13,NA,74,14
"BismackBiyombo","202687",2021,143,47,16,62,51,46,NA,NA,NA,NA,NA
"KembaWalker","202689",2021,11,33,NA,NA,NA,116,51,36,389,132,45
"AlecBurks","202692",2021,12,20,NA,NA,NA,53,57,19,209,182,32
"MarkieffMorris","202693",2021,26,25,56,37,26,59,NA,16,NA,177,18
"MarcusMorris Sr.","202694",2021,10,37,99,42,21,64,NA,17,41,272,62
"KawhiLeonard","202695",2021,41,27,158,10,29,131,43,51,295,159,193
"NikolaVucevic","202696",2021,88,64,398,389,102,113,17,50,NA,309,50
"TobiasHarris","202699",2021,36,42,164,22,43,201,46,38,270,163,93
"ReggieJackson","202704",2021,NA,40,NA,14,10,123,15,NA,194,209,74
"CoryJoseph","202709",2021,11,40,NA,NA,NA,91,16,NA,182,146,26
"JimmyButler","202710",2021,62,53,63,18,52,164,43,17,341,108,98
"BojanBogdanovic","202711",2021,38,32,99,27,28,227,69,126,93,370,61
"DavisBertans","202722",2021,15,39,NA,24,NA,121,24,131,NA,181,NA
"E'TwaunMoore","202734",2021,NA,10,NA,NA,NA,21,14,NA,41,45,NA
"IsaiahThomas","202738",2021,NA,NA,NA,NA,NA,NA,NA,NA,11,10,NA
"BradWanamaker","202954",2021,NA,13,NA,NA,NA,94,14,NA,102,111,10
"AnthonyDavis","203076",2021,53,39,171,114,45,77,NA,30,41,105,94
"BradleyBeal","203078",2021,112,71,21,NA,48,248,152,237,547,147,154
"DamianLillard","203081",2021,55,77,NA,NA,15,156,134,69,803,91,331
"TerrenceRoss","203082",2021,15,33,NA,NA,NA,59,74,158,261,110,21
"AndreDrummond","203083",2021,132,65,187,81,132,63,NA,NA,NA,66,54
"HarrisonBarnes","203084",2021,59,37,80,75,30,144,47,23,84,202,59
"AustinRivers","203085",2021,NA,NA,NA,NA,NA,40,34,NA,59,92,43
"JeremyLamb","203087",2021,12,NA,NA,NA,15,58,26,15,77,91,27
"MauriceHarkless","203090",2021,23,NA,NA,13,NA,28,NA,NA,15,90,NA
"EvanFournier","203095",2021,16,18,NA,NA,NA,95,83,100,183,130,14
"TomasSatoransky","203107",2021,38,47,NA,NA,NA,65,25,NA,119,134,13
"JaeCrowder","203109",2021,22,31,NA,29,12,106,21,40,20,289,NA
"DraymondGreen","203110",2021,72,106,22,51,25,107,NA,14,49,142,10
"KhrisMiddleton","203114",2021,39,62,87,25,31,211,73,99,359,178,178
"WillBarton","203115",2021,51,43,NA,NA,28,134,50,NA,181,200,47
"MikeScott","203118",2021,15,NA,NA,37,NA,30,NA,NA,NA,118,NA
"DariusMiller","203121",2021,NA,NA,NA,NA,NA,10,NA,NA,11,21,NA
"KentBazemore","203145",2021,39,27,17,NA,16,113,29,18,43,184,10
"JustinHoliday","203200",2021,36,25,NA,NA,12,155,78,62,24,303,NA
"JaMychalGreen","203210",2021,52,34,38,80,64,47,NA,10,NA,122,NA
"AronBaynes","203382",2021,82,31,13,95,58,20,NA,NA,NA,67,NA
"NerlensNoel","203457",2021,96,37,NA,76,72,27,NA,NA,NA,12,NA
"AlexLen","203458",2021,133,26,15,66,53,56,NA,NA,NA,19,NA
"BenMcLemore","203463",2021,10,14,NA,NA,NA,83,42,67,14,158,NA
"CJMcCollum","203468",2021,33,34,NA,NA,NA,134,101,64,333,150,142
"CodyZeller","203469",2021,84,36,10,91,74,59,NA,NA,NA,64,NA
"DennisSchroder","203471",2021,21,57,NA,NA,NA,141,78,12,418,205,95
"DewayneDedmon","203473",2021,28,NA,NA,20,19,NA,NA,NA,NA,NA,NA
"GorguiDieng","203476",2021,17,14,11,47,13,14,NA,NA,NA,71,NA
"KellyOlynyk","203482",2021,84,83,78,103,48,142,52,20,18,239,14
"KentaviousCaldwell-Pope","203484",2021,29,19,NA,11,NA,159,59,52,37,228,10
"MasonPlumlee","203486",2021,123,78,73,95,60,53,NA,NA,NA,41,32
"MichaelCarter-Williams","203487",2021,18,25,NA,NA,22,53,25,NA,123,79,23
"MikeMuscala","203488",2021,19,11,12,67,16,40,NA,NA,NA,120,NA
"OttoPorter Jr.","203490",2021,21,19,NA,13,13,29,13,18,34,73,NA
"ReggieBullock","203493",2021,32,33,NA,18,NA,108,80,62,28,252,NA
"RobertCovington","203496",2021,31,50,NA,58,32,79,14,NA,10,308,10
"RudyGobert","203497",2021,229,75,28,274,166,60,NA,NA,NA,25,NA
"StevenAdams","203500",2021,96,60,46,85,124,29,NA,NA,NA,NA,NA
"TimHardaway Jr.","203501",2021,17,40,NA,34,14,195,94,110,164,323,51
